channels_to_turn_off,seed,validation-roc-auc,validation-pr-auc,test-roc-auc,test-pr-auc
0,510,0.8769478646689501,0.42984751261320253,0.7919825563268187,0.134370050829226
0,365,0.7896793221773027,0.20280767018025106,0.6531749959973265,0.0853613927375506
0,382,0.8469701905387771,0.2982487337794244,0.8071841779750508,0.1315027572893322
0,322,0.8648394225778125,0.3399424796851996,0.7609863962322979,0.1696751755105705
0,988,0.7603178847352434,0.21801116375001378,0.7365512388773354,0.11236683942695569
0,98,0.8258545121543239,0.2870871283223247,0.7832320579329883,0.14778537448355913
0,742,0.8817185835720012,0.36689104372004705,0.8070308899950017,0.14373324702597745
0,17,0.8401756444029352,0.31522843654403615,0.788556001726139,0.14747975777563688
0,595,0.7996493263010296,0.190258525613946,0.8112295946810789,0.09466312561452461
0,106,0.8441639222228708,0.412951896853152,0.791107955540831,0.14247474332454918
0,123,0.8362103389427317,0.38818402286578535,0.7522207076371896,0.11856698303606446
0,569,0.8309147078964034,0.33207328329895097,0.8395118091064038,0.1534955202706482
0,214,0.8129203831990455,0.30938256170283335,0.8325896787350042,0.17101513633851914
0,737,0.8540126624148972,0.3503199937789641,0.8058234907481694,0.13062236343051256
0,96,0.8513050622670204,0.304971126715249,0.7857949886084579,0.1353886375039824
1,510,0.8785782117838163,0.37738497886923916,0.8095215286176739,0.17152192298187902
1,365,0.881460489738071,0.3667648947035791,0.7622176895548628,0.17782855691473803
1,382,0.8721419340341786,0.377893882619302,0.7824456046653654,0.17525509271531556
1,322,0.8715179771268105,0.3542819299068454,0.8033467117981961,0.18080906741663355
1,988,0.8655908572518908,0.35737867593908823,0.7975778170727219,0.15089783842801463
1,98,0.8803142568598541,0.38426505858416377,0.7696264053153731,0.17292307144944596
1,742,0.8649610631055743,0.35823661248947714,0.768039140159211,0.17466709151843382
1,17,0.8691512591803134,0.3748521790940358,0.7644243157645904,0.17662477969281595
1,595,0.8723975799937108,0.3786975889802378,0.7912921783103442,0.1735427878308335
1,106,0.8669973807743944,0.3554570348376707,0.7776785979599448,0.17688069452858599
1,123,0.8635138044424525,0.3765544886146573,0.790185511164687,0.16520497371029702
1,569,0.8781797103850758,0.371566653733298,0.7695379251648636,0.18264392208683347
1,214,0.8803087334509568,0.37766125428153313,0.800096119602101,0.1705453200967559
1,737,0.8732983977720576,0.38373097549528323,0.7821272202641276,0.1667307574781175
1,96,0.8710922980456546,0.36799803114407004,0.8044567607039916,0.16654123447281421
2,510,0.9716157038046872,0.7125800063926087,0.9272431492192236,0.367163514907236
2,365,0.9713889929758558,0.7009656557815175,0.9314617009566057,0.34849961879513564
2,382,0.9638836845405435,0.7005593094891475,0.9431545524257089,0.32257576623556883
2,322,0.9688396887056957,0.7270384429607654,0.9430511592673755,0.3928451766331121
2,988,0.9761607161350698,0.6591631270777166,0.932658178781351,0.3392956289094402
2,98,0.9741105271779962,0.7082691318333587,0.938143282848644,0.3579144929304048
2,742,0.9751830727602419,0.7243849477590769,0.9358547736926115,0.3482217300153213
2,17,0.9724546342969798,0.739096067296231,0.95171622663869,0.4110752949431535
2,595,0.9764091440034295,0.7573358187275047,0.925228063686194,0.3973607930326295
2,106,0.964027293171874,0.700750937711746,0.9148520474395531,0.3395756947501221
2,123,0.9793970571528459,0.6948259192232217,0.9161504215779802,0.30921675980742797
2,569,0.9749075299754775,0.7258914581610546,0.9267119356840225,0.3302960879829647
2,214,0.9738611578194836,0.7407562082452085,0.9111195821430647,0.4083331571833497
2,737,0.978327022211008,0.6994385914140839,0.9357701742504577,0.3554595613137579
2,96,0.9740965931237325,0.6962021405263598,0.9411779967827818,0.32174538348419046
3,510,0.9803578792369412,0.7318098692044755,0.9501803531488954,0.450679447213527
3,365,0.9703762006353176,0.5696317625574441,0.9305133667118602,0.306361176587399
3,382,0.9770786062681903,0.5963600647678372,0.9467959319532202,0.42513499986767483
3,322,0.9812787821385509,0.6320467123663751,0.9660025555018908,0.5314983862529414
3,988,0.9729012772255415,0.6183022722052518,0.941857675131933,0.4267385497766246
3,98,0.9795070232027111,0.6083062327314598,0.9598932117762424,0.4590076810563461
3,742,0.9736989076831245,0.6412620231705219,0.9494006634015496,0.4821774631220535
3,17,0.97946522103992,0.6741756624622458,0.9603576771277259,0.48622622236326446
3,595,0.9683964351416848,0.620179500736781,0.9422132588946944,0.4495175799381488
3,106,0.968779182271866,0.4915669927405251,0.9363628692937509,0.3328267344530772
3,123,0.9644035126369948,0.5954258237921508,0.9405420041219775,0.4175033225853473
3,569,0.971134790634558,0.6799075490802139,0.9594084558639276,0.4759090393453319
3,214,0.9612005631366436,0.6299069287883146,0.9500306686837479,0.46026097361766294
3,737,0.9709497564364974,0.6114961520828528,0.9471163675860175,0.4308895282378902
3,96,0.9695253446010874,0.6541621424429838,0.9644066973486556,0.514131785012563
4,510,0.9623995822294361,0.6272430194841561,0.9294559291236295,0.4301848591603403
4,365,0.9606780988677639,0.6301396975737307,0.9037269436028852,0.39525824129962045
4,382,0.8488564346772163,0.351242325739345,0.7616511615736251,0.11963059128082451
4,322,0.9712143779354878,0.6594852965475527,0.9395334634590284,0.4304575024164202
4,988,0.9737049332201037,0.5999176047119448,0.9504752869839269,0.48382090162611324
4,98,0.8738154641640602,0.35023730269370573,0.7767094742061513,0.12184510371836084
4,742,0.9674774152203809,0.6674651956565106,0.9522708353014069,0.42775962250800914
4,17,0.9579308306014428,0.5675052720702756,0.9578375451215504,0.42657962707555797
4,595,0.9635541629870092,0.6708958484892985,0.9571664043307817,0.43085614441002107
4,106,0.9667136784083041,0.513833668407176,0.9416494474093056,0.3359798950414281
4,123,0.852014255416236,0.3464446222118879,0.7634898966312347,0.12250968307065739
4,569,0.9675479642158422,0.646230849439389,0.9565522545141508,0.4108790292425055
4,214,0.9717333273077964,0.6612911837932137,0.9605829799671182,0.4257993288773352
4,737,0.9623016044875187,0.6485217501614278,0.9363991816362219,0.3609751537350935
4,96,0.8583749001235864,0.35532382384006517,0.763313989665341,0.12918226487935613
5,510,0.9717579315837936,0.6856056167751547,0.9589748144245265,0.46944844361032867
5,365,0.9763657099243732,0.704657050647518,0.9710527984785848,0.55384231984338
5,382,0.9738207992749269,0.7585895983108479,0.9653125655562518,0.4832019191524704
5,322,0.9781369667321317,0.7399945694936391,0.9664936314249563,0.5466481975683457
5,988,0.9833199327901563,0.7426669739906817,0.9628119479692364,0.5150216973686879
5,98,0.9823649479450094,0.7430046470231711,0.9673030363105686,0.5453736483190301
5,742,0.9773444830873846,0.7137878821719046,0.9673287598630975,0.5735393229596277
5,17,0.9809074584222258,0.7094045823892228,0.9704243454797287,0.49631978247402087
5,595,0.9795515870699508,0.7220620174353937,0.9600605257450627,0.4485514070387684
5,106,0.9717555464754061,0.7184553110362243,0.9543043819184713,0.44805607987630863
5,123,0.9767317612958417,0.7285575973796026,0.9688233869669403,0.5592032872379393
5,569,0.977071199878987,0.6944073694487025,0.958731937520152,0.5311070310130392
5,214,0.9773545256490161,0.719092081113665,0.9658626282463233,0.4807082257824602
5,737,0.9782041263630423,0.7087293053604852,0.9689545549093621,0.5521523240958139
5,96,0.981012403191275,0.7402148461682707,0.9695120463840002,0.49398465600341557
6,510,0.974112033562241,0.6908673250659652,0.9593459210207107,0.41583629445102493
6,365,0.9733216211958307,0.6853360324889534,0.9465555497899316,0.4574797884660755
6,382,0.9725440130955003,0.6771383382482519,0.9424025265850697,0.38196302293586043
6,322,0.9713925078724268,0.6684500455484632,0.959652496980809,0.4403402611224124
6,988,0.9769909849179553,0.6918878255456896,0.9562089781407459,0.43133047691956666
6,98,0.9757801030492356,0.689212123285712,0.9485870451754368,0.42007161335977894
6,742,0.9748982406059683,0.6948779115401341,0.9441551653558743,0.4445708856608114
6,17,0.9719300359837537,0.6663605294081516,0.9533003317894766,0.4589371673717963
6,595,0.9742340506860637,0.6952335907491008,0.9580507623263493,0.4417327826040578
6,106,0.9708410457068363,0.6789192314934736,0.9394855644301812,0.42497127077858826
6,123,0.9692101336978785,0.6928635690974566,0.939487781977813,0.4258851631494807
6,569,0.9760383224151858,0.7107692471261438,0.9510736367736812,0.461340299000035
6,214,0.980549441100062,0.6820911166457113,0.9575663390461795,0.44347789495686885
6,737,0.9769755444794469,0.6608353796547993,0.9439868534906195,0.4532643701930347
6,96,0.9773533958608328,0.704737720712138,0.956285372656662,0.46193910783289543
7,510,0.9837349416495789,0.682053695327051,0.9646651525251436,0.45285645093210986
7,365,0.9791395909790179,0.6715113772814281,0.9539789013648117,0.5032272850085409
7,382,0.9721603872411766,0.6805280376034387,0.9507836369821305,0.4386513712815219
7,322,0.9755169879344898,0.6447981058407409,0.9547966220540434,0.40725644957232454
7,988,0.9799386022888253,0.6894801921399039,0.9625883082905679,0.5076464697135336
7,98,0.9781399795006213,0.655403076189443,0.9609353482858134,0.4345255289733298
7,742,0.9800288598114887,0.6781938582775405,0.9692375139871817,0.5144319290057188
7,17,0.9742550145334696,0.6621717848085057,0.9551733833966887,0.42661905953224877
7,595,0.9757462094037292,0.660768996021967,0.9586098060843298,0.42792284827674026
7,106,0.9754540963922724,0.6735894742731385,0.9595484939968767,0.46540057474984564
7,123,0.9790628909145572,0.6544431450840108,0.958000423995107,0.43077269876863106
7,569,0.9771369786576736,0.6803332605119862,0.9596547145284408,0.39648263695471436
7,214,0.9772433042789473,0.6623666131697983,0.953073809298887,0.39800843775315725
7,737,0.9753327069285515,0.6477353519303769,0.9606276635518993,0.3860912009296153
7,96,0.9777847238829063,0.6564875596818923,0.9559124365836815,0.4867544922295039
8,510,0.9710986374126845,0.6673710184900191,0.945955370523381,0.4534879666750819
8,365,0.970429551743985,0.6316465552427754,0.9512527591836409,0.4596626376516126
8,382,0.9678599112865213,0.5960540996331074,0.9540256916198431,0.4004831855127051
8,322,0.9737821354126457,0.6444617775043813,0.9641612148258139,0.44971097626913153
8,988,0.9705907348581707,0.552725319458927,0.9479572616480016,0.34831569026357234
8,98,0.9761528703837953,0.6420155578939586,0.9486236347113619,0.4107491530883297
8,742,0.9667680337731349,0.5927186021792271,0.9488849726997711,0.405187914364706
8,17,0.9769751678833857,0.6102144504108009,0.95597158966676,0.3864853016434424
8,595,0.9699776364705668,0.6227256813270832,0.956634580969982,0.4807740154611812
8,106,0.9628860815744728,0.622155790509993,0.9492198223921752,0.37088450390481537
8,123,0.9764622440480561,0.6568758382381503,0.9552577610840792,0.3928029434202527
8,569,0.9718538380473745,0.6215682033033906,0.9570535311563224,0.4449239678107669
8,214,0.9732511349663793,0.5855605096784837,0.9437779605037026,0.3629825086166962
8,737,0.9645542765934878,0.5931939104213043,0.9429835240646052,0.3955358770114064
8,96,0.9675129407821523,0.6422145488930199,0.9548874306295662,0.38422085218926355
9,510,0.9611624014024437,0.5780761242152755,0.9332880731861679,0.3187492170150417
9,365,0.9669838233161919,0.625170140842647,0.9498788775483502,0.38463635090071413
9,382,0.9687987652670473,0.6212765997076726,0.953450847834986,0.3956019100887694
9,322,0.9686156140492928,0.5859912853871653,0.946133106966071,0.3829459141746223
9,988,0.9625363493656552,0.6012797498716735,0.9435228316486624,0.3757835969015653
9,98,0.9613332504821999,0.5861604052189611,0.9440513841267054,0.39651644194114094
9,742,0.9621930192898779,0.5775063395252092,0.9389869488451678,0.4013611733142984
9,17,0.9636645056329356,0.5705870198907169,0.9390140029262759,0.40007020924462533
9,595,0.965641007294038,0.6430321467119275,0.9460868156592569,0.3733343232729288
9,106,0.9707285690165632,0.6149664136936818,0.9476377130342571,0.3934166278503824
9,123,0.9724915407109758,0.5909393763222066,0.9506494753504058,0.3837573294167556
9,569,0.9571359618483085,0.5708972113788947,0.948383585180218,0.36492976421312534
9,214,0.9713090290788648,0.6365692216488044,0.9594346229259831,0.4417066740866167
9,737,0.9653542921594583,0.5934642416181152,0.9482062922470544,0.3626147813513217
9,96,0.9639684186543094,0.6176648563209335,0.946507207251558,0.38754242917071047
10,510,0.9448350791699069,0.46514115943080797,0.9055188329667726,0.28269799981292276
10,365,0.953006962633511,0.5208581499147344,0.9252682012983298,0.3208876358824149
10,382,0.9642192316310563,0.57754812797553,0.9364440869757662,0.33382319468417415
10,322,0.9337523592174083,0.41088161434647413,0.8821952768009481,0.25855775007044773
10,988,0.9561800355130086,0.5069667914878321,0.9254717721709302,0.28760742362143515
10,98,0.9485817078505844,0.49216011307709034,0.918893971508061,0.2911526020076881
10,742,0.9535372098876551,0.5018829186496708,0.9281510132196884,0.30241344171624596
10,17,0.9497996195124462,0.4934684937471166,0.9313808713454261,0.3291189889618039
10,595,0.9607796542722626,0.5336879605289794,0.9310157521278478,0.32916048447831675
10,106,0.9537966845738094,0.5638027174480325,0.939357501054444,0.3440076000438464
10,123,0.9572781896274146,0.5393887498943335,0.9469210016396546,0.38714425138277797
10,569,0.9564372506227957,0.49649672079336493,0.933380156851579,0.3259945136441286
10,214,0.9560592737093897,0.5147309205595255,0.9326959879684736,0.31586782100565364
10,737,0.9494906852102568,0.5193710546102999,0.9320514577492867,0.315401559294391
10,96,0.949711244970089,0.5144467144235959,0.9197868670620111,0.3282026308575096
11,510,0.7760371926270023,0.22492794212925932,0.6932150914760573,0.12136009977801529
11,365,0.7490234550303505,0.19209449289905772,0.6749830801115694,0.10332856059702908
11,382,0.7225437934144647,0.17687662269925158,0.6535051334010129,0.08814324502218474
11,322,0.7719730934667488,0.23114171100177328,0.6958341261066117,0.11183764593328516
11,988,0.7562839132598845,0.2136354912286849,0.6946785620356732,0.11302584021045387
11,98,0.763018015727907,0.19722730462212895,0.6867997816159092,0.11486811497837947
11,742,0.7756982561719387,0.21088986782415803,0.6943285221419914,0.12211264108871754
11,17,0.7481426596092564,0.21457059515912402,0.669236915249321,0.10661279698014928
11,595,0.7639645899276872,0.20361304260040625,0.7013872534475104,0.11047858367710806
